,ID,NrSiblings,MathScore,ReadingScore,WritingScore,LunchType,WklyStudyHours,ParentEduc,TestPrep,Gender,EthnicGroup,ParentMaritalStatus,PracticeSport,IsFirstChild,TransportMeans,MeanScore
18496,673,3.0,64,70,65,2,3.0,4.0,1.0,1,2.0,2.0,3.0,1.0,1.0,66.33333333333333
18497,674,0.0,79,87,85,2,1.0,4.0,2.0,2,4.0,3.0,1.0,2.0,1.0,83.66666666666667
18498,675,2.0,70,64,68,2,2.0,5.0,1.0,2,1.0,3.0,2.0,2.0,2.0,67.33333333333333
18499,676,4.0,92,98,99,2,2.0,4.0,2.0,1,3.0,1.0,3.0,1.0,2.0,96.33333333333333
18500,677,4.0,63,73,76,2,2.0,3.0,2.0,1,2.0,1.0,2.0,2.0,2.0,70.66666666666667
18501,678,3.0,81,96,98,1,3.0,3.0,2.0,1,4.0,2.0,3.0,2.0,1.0,91.66666666666667
18502,679,1.0,52,44,46,2,2.0,3.0,1.0,2,2.0,2.0,3.0,2.0,2.0,47.333333333333336
18503,680,3.0,42,33,35,1,1.0,1.0,1.0,2,3.0,2.0,1.0,2.0,1.0,36.666666666666664
18504,681,1.0,59,60,64,1,2.0,2.0,1.0,1,4.0,2.0,3.0,2.0,1.0,61.0
18505,682,4.0,48,31,31,1,2.0,3.0,1.0,2,2.0,2.0,1.0,1.0,2.0,36.666666666666664
18506,683,5.0,74,91,92,1,1.0,5.0,2.0,1,4.0,2.0,3.0,1.0,2.0,85.66666666666667
18507,684,4.0,77,66,65,2,3.0,2.0,2.0,2,1.0,2.0,3.0,2.0,1.0,69.33333333333333
18508,685,0.0,64,66,67,2,1.0,3.0,2.0,1,3.0,3.0,3.0,2.0,2.0,65.66666666666667
18509,686,2.0,93,85,83,2,2.0,6.0,2.0,2,3.0,1.0,3.0,1.0,2.0,87.0
18510,688,2.0,86,96,100,2,2.0,5.0,1.0,1,3.0,2.0,3.0,2.0,1.0,94.0
18511,689,2.0,65,78,76,2,3.0,1.0,2.0,1,3.0,2.0,2.0,1.0,2.0,73.0
18512,690,1.0,75,68,70,1,2.0,2.0,1.0,2,5.0,2.0,3.0,2.0,1.0,71.0
18513,691,3.0,35,31,28,2,2.0,1.0,1.0,2,3.0,2.0,3.0,2.0,1.0,31.333333333333332
18514,692,1.0,52,62,64,1,1.0,3.0,2.0,1,3.0,1.0,3.0,2.0,2.0,59.333333333333336
18515,693,1.0,36,37,34,2,2.0,1.0,1.0,2,4.0,3.0,3.0,2.0,1.0,35.666666666666664
18516,694,5.0,74,62,60,2,2.0,4.0,1.0,2,4.0,3.0,3.0,2.0,2.0,65.33333333333333
18517,695,1.0,65,68,73,1,2.0,5.0,2.0,1,2.0,2.0,3.0,2.0,2.0,68.66666666666667
18518,696,5.0,64,69,71,2,2.0,5.0,1.0,1,4.0,2.0,3.0,1.0,2.0,68.0
18519,697,3.0,71,86,86,2,2.0,3.0,1.0,1,4.0,1.0,3.0,1.0,2.0,81.0
18520,698,3.0,72,74,81,2,1.0,5.0,1.0,1,2.0,1.0,2.0,1.0,1.0,75.66666666666667
18521,699,2.0,73,65,73,1,2.0,2.0,1.0,1,4.0,2.0,2.0,1.0,2.0,70.33333333333333
18522,700,2.0,62,68,70,2,2.0,5.0,1.0,1,3.0,2.0,3.0,2.0,1.0,66.66666666666667
18523,701,2.0,48,48,42,1,1.0,6.0,1.0,2,1.0,1.0,3.0,1.0,2.0,46.0
18524,702,3.0,76,71,67,2,3.0,3.0,1.0,2,3.0,1.0,2.0,2.0,1.0,71.33333333333333
18525,703,0.0,53,47,47,2,1.0,3.0,1.0,2,4.0,3.0,3.0,2.0,2.0,49.0
18526,704,3.0,55,71,75,2,2.0,5.0,1.0,1,2.0,2.0,3.0,1.0,2.0,67.0
18527,705,3.0,71,73,83,2,3.0,3.0,1.0,1,2.0,1.0,3.0,2.0,2.0,75.66666666666667
18528,706,1.0,47,56,56,2,2.0,2.0,1.0,1,3.0,4.0,3.0,2.0,2.0,53.0
18529,707,0.0,51,65,58,1,2.0,4.0,1.0,1,3.0,2.0,3.0,2.0,1.0,58.0
18530,708,3.0,74,72,77,2,1.0,1.0,1.0,1,4.0,2.0,2.0,2.0,2.0,74.33333333333333
18531,709,1.0,86,90,94,2,2.0,3.0,2.0,1,4.0,2.0,2.0,1.0,2.0,90.0
18532,710,4.0,49,52,43,2,2.0,2.0,1.0,2,2.0,2.0,3.0,1.0,1.0,48.0
18533,711,2.0,44,59,54,1,2.0,1.0,1.0,1,2.0,3.0,2.0,2.0,2.0,52.333333333333336
18534,712,1.0,74,64,56,1,2.0,3.0,1.0,2,4.0,3.0,2.0,1.0,2.0,64.66666666666667
18535,713,7.0,99,88,84,2,1.0,3.0,1.0,2,5.0,2.0,2.0,1.0,1.0,90.33333333333333
18536,714,0.0,89,100,100,2,2.0,5.0,2.0,1,3.0,3.0,2.0,2.0,1.0,96.33333333333333
18537,715,4.0,66,70,65,1,2.0,1.0,2.0,2,3.0,3.0,2.0,1.0,1.0,67.0
18538,716,4.0,97,91,90,2,3.0,5.0,1.0,2,5.0,1.0,3.0,2.0,2.0,92.66666666666667
18539,717,1.0,58,64,63,1,2.0,4.0,1.0,2,2.0,3.0,3.0,2.0,2.0,61.666666666666664
18540,718,2.0,73,86,83,2,2.0,3.0,1.0,1,3.0,2.0,2.0,2.0,2.0,80.66666666666667
18541,719,2.0,54,46,40,1,3.0,1.0,1.0,2,3.0,1.0,3.0,1.0,1.0,46.666666666666664
18542,721,2.0,70,72,73,1,1.0,2.0,1.0,1,3.0,2.0,3.0,2.0,1.0,71.66666666666667
18543,722,7.0,53,53,49,2,2.0,5.0,1.0,2,5.0,2.0,2.0,1.0,2.0,51.666666666666664
18544,723,4.0,95,94,88,2,1.0,4.0,1.0,2,3.0,2.0,2.0,2.0,1.0,92.33333333333333
18545,724,2.0,47,56,45,2,2.0,3.0,1.0,2,1.0,3.0,3.0,1.0,2.0,49.333333333333336
18546,726,1.0,61,60,62,2,2.0,2.0,1.0,1,3.0,3.0,1.0,2.0,2.0,61.0
18547,727,1.0,69,66,67,2,3.0,1.0,1.0,2,4.0,3.0,3.0,2.0,2.0,67.33333333333333
18548,728,4.0,52,63,64,2,2.0,2.0,2.0,1,2.0,2.0,2.0,1.0,2.0,59.666666666666664
18549,730,2.0,73,68,58,2,2.0,1.0,1.0,2,3.0,2.0,3.0,2.0,2.0,66.33333333333333
18550,731,3.0,54,44,43,1,1.0,3.0,1.0,2,1.0,2.0,2.0,2.0,1.0,47.0
18551,732,3.0,92,74,75,2,3.0,2.0,1.0,2,5.0,3.0,2.0,2.0,2.0,80.33333333333333
18552,733,2.0,81,88,84,1,2.0,5.0,2.0,1,5.0,2.0,3.0,2.0,1.0,84.33333333333333
18553,734,3.0,88,95,97,2,2.0,4.0,1.0,1,3.0,3.0,3.0,1.0,1.0,93.33333333333333
18554,735,3.0,56,44,47,1,1.0,3.0,1.0,2,3.0,2.0,2.0,2.0,1.0,49.0
18555,736,0.0,77,63,60,2,2.0,3.0,1.0,2,2.0,2.0,2.0,2.0,2.0,66.66666666666667
18556,737,3.0,95,100,96,2,3.0,3.0,1.0,1,4.0,2.0,2.0,1.0,1.0,97.0
18557,738,2.0,52,56,58,2,3.0,2.0,1.0,1,3.0,2.0,1.0,1.0,1.0,55.333333333333336
18558,739,2.0,73,71,74,2,2.0,5.0,1.0,1,2.0,2.0,3.0,2.0,1.0,72.66666666666667
18559,740,2.0,67,54,55,2,2.0,1.0,1.0,2,4.0,2.0,2.0,2.0,2.0,58.666666666666664
18560,741,2.0,44,57,61,2,2.0,6.0,2.0,1,4.0,2.0,3.0,1.0,1.0,54.0
18561,742,0.0,72,84,79,1,1.0,1.0,2.0,1,3.0,2.0,2.0,2.0,2.0,78.33333333333333
18562,743,1.0,25,45,42,1,2.0,3.0,1.0,1,1.0,2.0,3.0,1.0,2.0,37.333333333333336
18563,744,3.0,56,62,63,2,2.0,6.0,1.0,1,3.0,1.0,1.0,1.0,1.0,60.333333333333336
18564,745,1.0,65,77,79,2,2.0,6.0,1.0,1,4.0,2.0,1.0,2.0,1.0,73.66666666666667
18565,746,3.0,64,80,75,2,2.0,3.0,1.0,1,4.0,1.0,3.0,2.0,2.0,73.0
18566,747,1.0,69,65,68,2,3.0,1.0,2.0,2,3.0,2.0,3.0,2.0,2.0,67.33333333333333
18567,748,0.0,50,60,52,1,2.0,1.0,1.0,2,3.0,2.0,2.0,2.0,2.0,54.0
18568,749,4.0,93,78,78,2,3.0,2.0,1.0,2,2.0,1.0,3.0,1.0,2.0,83.0
18569,750,5.0,50,55,44,1,2.0,1.0,1.0,2,3.0,2.0,3.0,2.0,1.0,49.666666666666664
18570,751,2.0,88,95,96,2,2.0,3.0,2.0,1,3.0,2.0,2.0,2.0,2.0,93.0
18571,752,4.0,76,65,66,2,2.0,3.0,1.0,2,3.0,2.0,2.0,1.0,2.0,69.0
18572,753,3.0,47,46,39,1,2.0,4.0,1.0,2,2.0,3.0,2.0,1.0,2.0,44.0
18573,754,3.0,45,53,48,2,2.0,1.0,1.0,1,2.0,2.0,1.0,2.0,1.0,48.666666666666664
18574,755,2.0,82,81,78,2,2.0,5.0,1.0,1,1.0,3.0,1.0,1.0,2.0,80.33333333333333
18575,756,2.0,46,51,42,1,1.0,4.0,1.0,2,2.0,1.0,2.0,2.0,2.0,46.333333333333336
18576,757,2.0,100,97,100,2,3.0,3.0,2.0,2,4.0,2.0,3.0,1.0,2.0,99.0
18577,758,2.0,47,54,56,1,2.0,2.0,2.0,2,1.0,3.0,3.0,1.0,2.0,52.333333333333336
18578,759,4.0,78,87,84,2,2.0,1.0,2.0,1,3.0,2.0,3.0,1.0,1.0,83.0
18579,760,3.0,49,63,70,1,2.0,1.0,2.0,1,4.0,2.0,2.0,2.0,1.0,60.666666666666664
18580,762,0.0,71,68,64,1,2.0,6.0,2.0,2,4.0,3.0,3.0,2.0,2.0,67.66666666666667
18581,763,1.0,48,51,57,2,2.0,3.0,1.0,1,3.0,2.0,2.0,2.0,2.0,52.0
18582,764,0.0,76,64,67,2,2.0,3.0,1.0,2,3.0,2.0,2.0,2.0,2.0,69.0
18583,765,6.0,45,67,65,2,2.0,1.0,1.0,1,3.0,2.0,3.0,1.0,2.0,59.0
18584,766,4.0,43,47,36,2,2.0,3.0,1.0,2,3.0,2.0,3.0,2.0,1.0,42.0
18585,767,2.0,59,57,63,1,1.0,6.0,1.0,2,4.0,3.0,2.0,2.0,2.0,59.666666666666664
18586,768,2.0,60,49,46,2,2.0,5.0,1.0,2,3.0,3.0,3.0,2.0,2.0,51.666666666666664
18587,769,1.0,64,82,77,1,2.0,1.0,1.0,1,3.0,3.0,3.0,2.0,1.0,74.33333333333333
18588,770,2.0,41,51,46,1,2.0,2.0,1.0,1,3.0,3.0,3.0,1.0,2.0,46.0
18589,771,1.0,46,46,47,1,2.0,5.0,2.0,2,3.0,2.0,3.0,2.0,1.0,46.333333333333336
18590,772,2.0,64,74,75,2,1.0,3.0,1.0,1,3.0,2.0,3.0,1.0,2.0,71.0
18591,773,5.0,38,52,50,1,1.0,4.0,1.0,1,3.0,2.0,3.0,1.0,1.0,46.666666666666664
18592,774,1.0,86,89,84,2,2.0,1.0,2.0,2,4.0,2.0,2.0,2.0,1.0,86.33333333333333
18593,775,5.0,75,75,78,2,1.0,5.0,1.0,1,1.0,3.0,2.0,2.0,2.0,76.0
18594,776,1.0,50,63,58,2,1.0,3.0,2.0,2,2.0,3.0,3.0,2.0,2.0,57.0
18595,777,7.0,45,45,43,1,1.0,3.0,1.0,2,2.0,3.0,2.0,2.0,2.0,44.333333333333336
18596,778,1.0,69,75,77,2,2.0,2.0,1.0,1,2.0,2.0,3.0,2.0,2.0,73.66666666666667
18597,779,2.0,58,51,50,1,2.0,2.0,1.0,2,3.0,1.0,3.0,1.0,2.0,53.0
18598,780,3.0,81,81,86,1,1.0,6.0,2.0,2,3.0,2.0,3.0,1.0,2.0,82.66666666666667
18599,781,0.0,86,98,96,2,2.0,2.0,2.0,1,5.0,2.0,2.0,2.0,2.0,93.33333333333333
18600,782,4.0,59,60,57,1,3.0,2.0,1.0,2,3.0,1.0,3.0,2.0,1.0,58.666666666666664
18601,783,3.0,45,49,53,1,2.0,5.0,1.0,2,3.0,2.0,3.0,2.0,1.0,49.0
18602,784,1.0,76,81,79,2,1.0,4.0,1.0,1,5.0,3.0,1.0,2.0,2.0,78.66666666666667
18603,785,1.0,58,48,46,1,2.0,1.0,1.0,2,1.0,2.0,2.0,1.0,1.0,50.666666666666664
18604,786,4.0,67,67,72,2,1.0,3.0,2.0,2,2.0,1.0,2.0,1.0,2.0,68.66666666666667
18605,787,3.0,74,74,74,1,2.0,5.0,2.0,1,5.0,2.0,2.0,2.0,2.0,74.0
18606,788,3.0,41,40,45,2,3.0,3.0,1.0,2,4.0,3.0,1.0,1.0,2.0,42.0
18607,789,1.0,94,88,90,2,2.0,5.0,1.0,2,3.0,3.0,2.0,2.0,1.0,90.66666666666667
18608,790,3.0,37,43,37,2,1.0,2.0,1.0,1,2.0,2.0,3.0,2.0,2.0,39.0
18609,791,1.0,85,83,91,2,2.0,4.0,1.0,1,4.0,2.0,2.0,2.0,2.0,86.33333333333333
18610,792,3.0,77,82,81,1,2.0,6.0,2.0,2,3.0,2.0,1.0,2.0,2.0,80.0
18611,793,2.0,64,54,49,1,1.0,4.0,1.0,2,5.0,1.0,2.0,2.0,1.0,55.666666666666664
18612,794,1.0,78,86,92,1,3.0,3.0,2.0,1,3.0,2.0,3.0,1.0,1.0,85.33333333333333
18613,795,4.0,84,85,87,2,2.0,3.0,2.0,2,3.0,2.0,2.0,1.0,2.0,85.33333333333333
18614,796,0.0,50,51,50,2,1.0,1.0,2.0,2,3.0,2.0,3.0,2.0,1.0,50.333333333333336
18615,798,3.0,89,83,82,2,2.0,2.0,2.0,2,5.0,3.0,1.0,2.0,1.0,84.66666666666667
18616,800,2.0,64,67,61,1,2.0,2.0,1.0,1,3.0,1.0,3.0,2.0,1.0,64.0
18617,801,4.0,60,57,61,2,2.0,2.0,2.0,2,4.0,4.0,2.0,2.0,2.0,59.333333333333336
18618,802,1.0,74,71,72,2,2.0,5.0,1.0,2,4.0,2.0,3.0,2.0,1.0,72.33333333333333
18619,803,3.0,60,68,67,1,2.0,1.0,1.0,1,1.0,2.0,2.0,2.0,1.0,65.0
18620,804,3.0,77,86,82,1,1.0,5.0,2.0,1,5.0,2.0,3.0,2.0,2.0,81.66666666666667
18621,805,2.0,53,44,36,1,2.0,3.0,1.0,2,2.0,2.0,2.0,2.0,2.0,44.333333333333336
18622,806,1.0,81,69,65,1,2.0,4.0,1.0,2,1.0,3.0,3.0,2.0,2.0,71.66666666666667
18623,807,3.0,78,90,88,2,1.0,6.0,1.0,1,3.0,2.0,3.0,2.0,2.0,85.33333333333333
18624,808,1.0,69,87,88,1,3.0,5.0,1.0,1,3.0,1.0,3.0,2.0,2.0,81.33333333333333
18625,809,3.0,67,74,73,1,2.0,3.0,2.0,1,5.0,3.0,2.0,1.0,1.0,71.33333333333333
18626,810,2.0,47,72,69,2,1.0,2.0,1.0,1,1.0,2.0,2.0,2.0,2.0,62.666666666666664
18627,811,2.0,70,72,67,2,2.0,3.0,1.0,1,4.0,3.0,2.0,1.0,1.0,69.66666666666667
18628,812,4.0,65,68,69,1,2.0,1.0,1.0,1,2.0,2.0,2.0,1.0,2.0,67.33333333333333
18629,813,1.0,74,75,78,2,2.0,5.0,1.0,1,3.0,2.0,3.0,1.0,2.0,75.66666666666667
18630,814,3.0,79,73,67,2,2.0,1.0,1.0,2,1.0,3.0,2.0,2.0,2.0,73.0
18631,815,4.0,64,86,80,1,2.0,5.0,1.0,1,4.0,2.0,3.0,2.0,2.0,76.66666666666667
18632,816,5.0,75,75,80,2,1.0,2.0,2.0,2,4.0,3.0,2.0,1.0,2.0,76.66666666666667
18633,817,2.0,56,61,51,1,2.0,2.0,1.0,2,3.0,1.0,3.0,2.0,2.0,56.0
18634,818,3.0,86,69,76,2,2.0,3.0,1.0,2,4.0,2.0,2.0,2.0,2.0,77.0
18635,819,2.0,75,90,90,2,1.0,4.0,2.0,1,3.0,2.0,1.0,2.0,1.0,85.0
18636,820,3.0,41,35,36,1,1.0,3.0,1.0,2,3.0,2.0,3.0,2.0,2.0,37.333333333333336
18637,821,7.0,56,74,65,1,2.0,5.0,1.0,1,3.0,1.0,2.0,1.0,1.0,65.0
18638,822,4.0,65,75,69,2,2.0,5.0,1.0,1,5.0,2.0,3.0,2.0,1.0,69.66666666666667
18639,823,1.0,72,75,71,2,2.0,3.0,1.0,2,5.0,4.0,3.0,2.0,1.0,72.66666666666667
18640,824,1.0,63,61,63,2,2.0,3.0,2.0,2,4.0,4.0,2.0,2.0,1.0,62.333333333333336
18641,825,2.0,85,91,85,2,2.0,2.0,1.0,1,3.0,2.0,2.0,2.0,1.0,87.0
18642,826,1.0,56,46,45,2,2.0,2.0,1.0,2,3.0,2.0,3.0,1.0,2.0,49.0
18643,827,1.0,53,57,54,1,1.0,3.0,2.0,2,1.0,1.0,3.0,2.0,2.0,54.666666666666664
18644,828,6.0,70,79,75,1,1.0,3.0,2.0,1,5.0,2.0,3.0,2.0,2.0,74.66666666666667
18645,829,1.0,78,75,83,2,2.0,3.0,2.0,2,1.0,3.0,3.0,1.0,1.0,78.66666666666667
18646,830,4.0,66,68,67,1,1.0,3.0,2.0,2,4.0,2.0,2.0,2.0,2.0,67.0
18647,831,2.0,80,87,95,1,2.0,2.0,2.0,1,5.0,2.0,2.0,2.0,1.0,87.33333333333333
18648,832,3.0,95,84,87,2,1.0,1.0,2.0,2,4.0,2.0,3.0,2.0,2.0,88.66666666666667
18649,833,5.0,57,68,67,2,2.0,1.0,2.0,1,3.0,2.0,2.0,2.0,2.0,64.0
18650,834,2.0,65,68,68,2,2.0,2.0,2.0,1,3.0,2.0,2.0,1.0,2.0,67.0
18651,835,4.0,89,85,80,2,3.0,5.0,1.0,2,5.0,2.0,2.0,2.0,2.0,84.66666666666667
18652,836,0.0,53,56,54,1,3.0,3.0,1.0,1,5.0,2.0,3.0,2.0,1.0,54.333333333333336
18653,837,1.0,82,82,82,2,1.0,1.0,1.0,2,3.0,2.0,3.0,1.0,1.0,82.0
18654,839,0.0,73,61,56,2,2.0,4.0,1.0,2,3.0,2.0,3.0,2.0,1.0,63.333333333333336
18655,840,1.0,90,92,88,2,3.0,3.0,1.0,1,3.0,3.0,2.0,2.0,2.0,90.0
18656,841,0.0,47,56,57,2,3.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2.0,53.333333333333336
18657,842,1.0,75,89,83,1,2.0,1.0,1.0,1,5.0,2.0,3.0,2.0,2.0,82.33333333333333
18658,843,4.0,71,84,83,2,3.0,2.0,1.0,1,4.0,2.0,3.0,2.0,1.0,79.33333333333333
18659,845,3.0,62,70,69,2,2.0,2.0,1.0,2,3.0,3.0,2.0,2.0,2.0,67.0
18660,846,0.0,65,73,72,2,1.0,3.0,1.0,1,3.0,3.0,3.0,2.0,2.0,70.0
18661,847,5.0,96,91,86,2,1.0,5.0,1.0,2,5.0,2.0,2.0,2.0,2.0,91.0
18662,848,0.0,77,86,85,2,3.0,3.0,1.0,1,1.0,2.0,1.0,2.0,1.0,82.66666666666667
18663,849,0.0,96,100,100,2,1.0,6.0,1.0,1,4.0,2.0,2.0,2.0,1.0,98.66666666666667
18664,850,2.0,48,51,52,1,3.0,6.0,1.0,1,3.0,2.0,2.0,2.0,2.0,50.333333333333336
18665,851,3.0,60,60,58,2,1.0,2.0,1.0,1,2.0,2.0,3.0,1.0,2.0,59.333333333333336
18666,852,1.0,67,77,74,2,2.0,3.0,2.0,2,2.0,2.0,2.0,2.0,2.0,72.66666666666667
18667,853,1.0,76,65,70,1,2.0,3.0,1.0,2,4.0,2.0,2.0,2.0,2.0,70.33333333333333
18668,854,2.0,93,81,81,2,2.0,3.0,1.0,2,3.0,2.0,3.0,2.0,1.0,85.0
18669,855,2.0,74,75,72,2,2.0,4.0,1.0,2,3.0,3.0,1.0,2.0,2.0,73.66666666666667
18670,857,1.0,85,81,83,2,2.0,2.0,1.0,2,2.0,2.0,3.0,1.0,2.0,83.0
18671,858,1.0,94,92,91,2,2.0,5.0,2.0,2,3.0,2.0,2.0,2.0,2.0,92.33333333333333
18672,859,3.0,54,57,51,1,2.0,6.0,1.0,2,3.0,3.0,3.0,2.0,1.0,54.0
18673,860,1.0,63,61,60,2,2.0,3.0,2.0,2,3.0,2.0,3.0,2.0,2.0,61.333333333333336
18674,861,1.0,97,97,95,2,2.0,5.0,1.0,1,5.0,2.0,3.0,2.0,1.0,96.33333333333333
18675,862,1.0,50,51,50,1,2.0,1.0,2.0,2,3.0,3.0,2.0,1.0,2.0,50.333333333333336
18676,864,2.0,46,43,48,2,2.0,1.0,1.0,1,3.0,3.0,2.0,2.0,2.0,45.666666666666664
18677,865,3.0,80,79,76,2,1.0,1.0,2.0,2,4.0,4.0,3.0,2.0,1.0,78.33333333333333
18678,866,4.0,55,60,62,1,2.0,3.0,2.0,1,2.0,2.0,2.0,1.0,2.0,59.0
18679,867,0.0,92,79,78,2,2.0,5.0,1.0,2,4.0,2.0,2.0,2.0,1.0,83.0
18680,868,0.0,89,91,100,2,3.0,3.0,2.0,1,1.0,2.0,2.0,2.0,2.0,93.33333333333333
18681,869,0.0,53,62,55,2,2.0,2.0,1.0,1,4.0,2.0,2.0,2.0,2.0,56.666666666666664
18682,870,0.0,60,60,57,1,1.0,6.0,1.0,2,4.0,2.0,2.0,2.0,2.0,59.0
18683,871,1.0,61,56,46,1,2.0,3.0,1.0,2,5.0,1.0,3.0,1.0,1.0,54.333333333333336
18684,872,2.0,61,73,76,1,2.0,2.0,1.0,1,4.0,2.0,3.0,1.0,2.0,70.0
18685,873,4.0,46,45,45,1,2.0,3.0,1.0,2,2.0,2.0,2.0,2.0,1.0,45.333333333333336
18686,874,1.0,54,66,69,1,1.0,1.0,2.0,1,2.0,2.0,2.0,2.0,2.0,63.0
18687,875,1.0,85,94,93,2,2.0,4.0,1.0,1,4.0,2.0,1.0,2.0,2.0,90.66666666666667
18688,876,1.0,60,66,57,1,2.0,5.0,1.0,2,2.0,1.0,2.0,2.0,2.0,61.0
18689,877,6.0,62,60,61,2,1.0,3.0,2.0,2,1.0,1.0,3.0,2.0,1.0,61.0
18690,878,1.0,22,37,32,1,2.0,1.0,1.0,1,4.0,2.0,2.0,2.0,1.0,30.333333333333332
18691,880,3.0,72,81,82,2,2.0,1.0,2.0,1,2.0,1.0,2.0,2.0,2.0,78.33333333333333
18692,881,1.0,66,77,78,1,3.0,1.0,2.0,1,3.0,2.0,3.0,2.0,1.0,73.66666666666667
18693,882,2.0,85,96,100,1,2.0,4.0,2.0,1,3.0,2.0,2.0,2.0,2.0,93.66666666666667
18694,883,2.0,61,56,68,2,2.0,1.0,2.0,1,4.0,3.0,2.0,1.0,2.0,61.666666666666664
18695,884,2.0,53,60,56,1,2.0,5.0,1.0,2,3.0,2.0,2.0,2.0,1.0,56.333333333333336
18696,885,3.0,65,72,70,2,1.0,3.0,2.0,1,5.0,1.0,3.0,2.0,2.0,69.0
18697,886,3.0,53,49,50,2,1.0,2.0,1.0,1,2.0,3.0,3.0,1.0,1.0,50.666666666666664
18698,887,2.0,64,68,65,1,1.0,4.0,1.0,2,2.0,3.0,3.0,2.0,2.0,65.66666666666667
18699,888,3.0,50,48,39,1,2.0,3.0,1.0,2,4.0,2.0,1.0,2.0,2.0,45.666666666666664
18700,889,1.0,72,68,69,2,2.0,1.0,2.0,2,3.0,2.0,3.0,1.0,2.0,69.66666666666667
18701,890,1.0,83,77,76,2,1.0,5.0,1.0,2,3.0,2.0,3.0,2.0,1.0,78.66666666666667
18702,891,2.0,57,53,47,1,1.0,1.0,1.0,2,1.0,2.0,3.0,1.0,2.0,52.333333333333336
18703,893,0.0,84,71,72,2,2.0,4.0,1.0,2,2.0,2.0,3.0,2.0,2.0,75.66666666666667
18704,894,2.0,67,77,74,2,1.0,3.0,1.0,1,3.0,3.0,2.0,2.0,1.0,72.66666666666667
18705,895,2.0,81,92,92,1,2.0,3.0,1.0,1,4.0,2.0,2.0,1.0,1.0,88.33333333333333
18706,896,4.0,68,67,66,1,2.0,1.0,1.0,2,2.0,3.0,3.0,1.0,1.0,67.0
18707,897,3.0,57,50,54,2,2.0,2.0,2.0,2,2.0,3.0,2.0,2.0,1.0,53.666666666666664
18708,898,2.0,97,96,97,2,2.0,1.0,2.0,1,5.0,2.0,2.0,2.0,2.0,96.66666666666667
18709,899,3.0,71,65,64,1,2.0,5.0,1.0,2,4.0,3.0,2.0,1.0,1.0,66.66666666666667
18710,900,2.0,71,78,74,1,2.0,3.0,2.0,2,5.0,2.0,2.0,2.0,2.0,74.33333333333333
18711,901,1.0,47,57,51,1,2.0,4.0,2.0,2,2.0,3.0,1.0,2.0,1.0,51.666666666666664
18712,903,5.0,55,65,59,2,2.0,1.0,1.0,1,2.0,3.0,1.0,2.0,2.0,59.666666666666664
18713,904,1.0,66,65,67,2,2.0,2.0,1.0,2,4.0,2.0,3.0,2.0,2.0,66.0
18714,905,3.0,84,75,76,2,1.0,3.0,2.0,2,3.0,3.0,3.0,2.0,2.0,78.33333333333333
18715,906,7.0,45,42,48,1,2.0,2.0,1.0,1,3.0,2.0,3.0,2.0,2.0,45.0
18716,907,0.0,61,54,59,2,1.0,1.0,2.0,2,3.0,2.0,3.0,2.0,2.0,58.0
18717,908,4.0,62,71,65,1,3.0,3.0,1.0,1,5.0,3.0,2.0,2.0,2.0,66.0
18718,909,2.0,60,59,56,2,2.0,1.0,1.0,2,1.0,2.0,3.0,2.0,2.0,58.333333333333336
18719,910,1.0,54,55,49,1,1.0,2.0,1.0,2,3.0,3.0,3.0,2.0,2.0,52.666666666666664
18720,911,4.0,58,73,73,2,2.0,6.0,1.0,1,2.0,2.0,3.0,1.0,1.0,68.0
18721,912,0.0,66,71,77,1,3.0,4.0,2.0,2,4.0,2.0,2.0,2.0,2.0,71.33333333333333
18722,913,5.0,64,71,69,1,1.0,4.0,1.0,2,4.0,1.0,2.0,1.0,1.0,68.0
18723,914,4.0,61,55,55,2,1.0,3.0,1.0,2,2.0,2.0,2.0,1.0,2.0,57.0
18724,915,1.0,58,64,64,1,1.0,2.0,1.0,1,3.0,3.0,2.0,1.0,2.0,62.0
18725,916,2.0,74,65,62,2,3.0,2.0,1.0,2,1.0,2.0,3.0,1.0,2.0,67.0
18726,917,0.0,44,53,46,2,2.0,1.0,1.0,2,3.0,1.0,3.0,2.0,2.0,47.666666666666664
18727,918,2.0,76,82,72,2,2.0,2.0,1.0,2,3.0,2.0,3.0,2.0,2.0,76.66666666666667
18728,919,1.0,64,76,67,1,1.0,1.0,2.0,2,3.0,2.0,3.0,1.0,1.0,69.0
18729,920,0.0,65,65,66,1,2.0,6.0,1.0,2,4.0,3.0,1.0,2.0,2.0,65.33333333333333
18730,921,1.0,43,49,54,2,3.0,1.0,2.0,1,3.0,2.0,3.0,2.0,2.0,48.666666666666664
18731,922,1.0,69,56,55,2,2.0,1.0,1.0,2,3.0,2.0,3.0,2.0,1.0,60.0
18732,923,1.0,54,68,63,1,1.0,2.0,2.0,1,5.0,3.0,2.0,2.0,2.0,61.666666666666664
18733,924,3.0,85,96,98,2,2.0,2.0,2.0,1,3.0,2.0,2.0,1.0,1.0,93.0
18734,925,3.0,73,90,91,1,1.0,4.0,2.0,1,4.0,1.0,2.0,1.0,2.0,84.66666666666667
18735,926,1.0,48,69,66,1,1.0,3.0,1.0,1,3.0,2.0,3.0,2.0,2.0,61.0
18736,927,2.0,47,54,50,1,2.0,5.0,1.0,1,3.0,2.0,3.0,1.0,1.0,50.333333333333336
